name,games_played,minutes_played,points_scored,goals_scored,goals_attempted,3_point_scored,3_point_attempted,free_throws_scored,free_throws_attempted,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnover,5yrs
Darren Morningstar,23,16,4.2,1.7,3.6,0,0,0.8,1.3,1.3,2.2,0.7,0.6,0.1,0.8,0
Markel Brown,47,16.6,4.6,1.6,4.5,0.4,1.4,1,1.2,0.3,1.9,0.8,0.7,0.3,0.6,0
Acie Earl,74,15.5,5.5,2,5,0,0,1.5,2.2,1.1,2.2,0.2,0.3,0.7,1,0
Lucious Harris,77,15.1,5.4,2.1,5,0.1,0.4,1.1,1.5,0.6,1.5,1.4,0.6,0.1,1,1
Scott Burrell,51,15,4.8,1.9,4.6,0,0.1,0.9,1.4,0.9,1.7,1.2,0.7,0.3,0.9,1
Warren Kidd,68,13,3.6,1.5,2.5,0,0,0.7,1.3,1.1,2.3,0.3,0.3,0.3,0.7,0
Greg Graham,70,12.7,4.8,1.7,4.4,0,0.4,1.3,1.6,0.3,0.9,0.9,0.9,0.1,0.9,1
Mike Peplowski,55,12.1,3.2,1.4,2.6,0,0,0.4,0.8,0.9,2.2,0.4,0.3,0.5,0.6,0
Terry Dehere,64,11.9,5.3,2,5.3,0.4,0.9,1,1.3,0.4,0.7,1.2,0.4,0.1,0.9,1
James Robinson,58,11.6,4.8,1.8,4.9,0.4,1.3,0.8,1.2,0.6,0.8,1.2,0.5,0.3,0.9,1
Corie Blount,67,10.3,3,1.1,2.6,0,0,0.7,1.1,1.1,1.8,0.8,0.3,0.5,0.8,1
Cleanthony Early,39,16.6,5.4,1.9,5.5,0.6,2.2,0.9,1.2,0.6,1.9,0.9,0.6,0.3,1,0
David Wesley,60,9,3.1,1.1,2.9,0.2,0.8,0.7,0.9,0.2,0.6,2.1,0.6,0.1,0.9,1
Chris Whitney,40,8.5,1.8,0.6,2.1,0.3,0.8,0.3,0.4,0.1,0.6,1.3,0.3,0,0.9,1
Rex Walters,48,8,3.4,1.3,2.4,0.3,0.6,0.6,0.7,0.1,0.7,1.5,0.3,0.1,0.6,1
Darnell Mee,38,7.5,1.9,0.7,2.3,0.1,0.6,0.3,0.7,0.4,0.5,0.4,0.4,0.3,0.5,0
Josh Grant,53,7.2,3,1.1,2.8,0.3,1.2,0.4,0.5,0.5,1.2,0.5,0.3,0.1,0.6,0
Ervin Johnson,45,6.2,2.6,1,2.4,0,0,0.6,1,1.1,1.6,0.2,0.2,0.5,0.5,1
Brian Davis,68,5.5,1.9,0.6,1.9,0,0,0.7,1,0.3,0.5,0.3,0.2,0.1,0.3,0
Eric Riley,47,4.7,1.9,0.7,1.5,0,0,0.4,0.8,0.5,0.7,0.2,0.1,0.2,0.3,1
Shaquille O'Neal*,81,37.9,23.4,9,16.1,0,0,5.3,8.9,4.2,9.6,1.9,0.7,3.5,3.8,1
Latrell Sprewell,77,35.6,15.4,5.8,12.6,0.9,2.6,2.7,3.7,1,2.5,3.8,1.6,0.7,2.6,1
Christian Laettner,81,34.9,18.2,6.2,13.1,0,0.5,5.7,6.8,2.1,6.6,2.8,1.3,1,3.4,1
Tom Gugliotta,81,34.5,14.7,6,14,0.5,1.7,2.2,3.5,2.7,6.9,3.8,1.6,0.4,2.8,1
Alonzo Mourning*,78,33.9,21,7.3,14.3,0,0,6.3,8.1,3.4,6.9,1,0.3,3.5,3,1
LaPhonso Ellis,82,33.5,14.7,5.9,11.7,0,0.2,2.9,3.9,3.3,5.7,1.8,0.9,1.4,1.9,1
Clarence Weatherspoon,82,32.4,15.6,6,12.8,0,0,3.5,5,2.2,5,1.8,1,0.8,2.1,1
Robert Horry,79,29.5,10.1,4.1,8.6,0.2,0.6,1.8,2.5,1.4,3.5,2.4,1,1.1,2,1
Sean Rooks,72,29,13.5,5.1,10.4,0,0,3.3,5.4,2.7,4.7,1.3,0.5,1.1,2.2,1
Walt Williams,59,28.4,17,6.1,13.9,1,3.2,3.8,5.1,1.9,2.5,3,1.1,0.5,3,1
Anthony Avent,82,27.9,9.8,4.2,9.8,0,0,1.4,2.1,2.2,4,1.1,0.7,0.9,1.7,1
Richard Dumas,48,27.5,15.8,6.3,12,0,0.1,3.2,4.5,2.1,2.6,1.3,1.8,0.8,1.9,0
Todd Day,71,27.2,13.8,5,11.7,0.8,2.6,3,4.2,2,2.1,1.6,1.1,0.7,1.7,1
Bryant Stith,39,22.2,8.9,3.2,7.1,0,0.1,2.5,3.1,1,2.2,1.3,0.6,0.1,1.1,1
Doug Overton,45,22,8.1,3.4,7.2,0.1,0.3,1.3,1.8,0.6,1.8,3.5,0.7,0.1,1.6,1
Anthony Peeler,77,21.5,10.4,3.9,8.2,0.6,1.5,2.1,2.7,0.8,1.5,2.2,0.8,0.2,1.6,1
Walter Bond,74,21.3,8,3.1,7.6,0.1,0.6,1.7,2.3,0.7,1.9,1.6,1,0.2,1.5,0
Andre Spencer,20,21.1,9.4,3.7,8.2,0,0.1,2.1,2.7,1.9,2.2,1.2,0.8,0.3,1.3,0
Lloyd Daniels,77,20.4,9.1,3.7,8.4,0.8,2.3,0.9,1.3,1.1,1.7,1.9,0.5,0.4,1.3,1
Oliver Miller,56,19.1,5.6,2.2,4.6,0,0.1,1.3,1.8,1.3,3.7,2.1,0.7,1.8,1.9,1
Harold Miner,73,18.9,10.3,4,8.4,0,0.1,2.2,2.9,1,1,1,0.5,0.1,1.3,0
T.J. Warren,40,15.4,6.1,2.8,5.4,0.1,0.5,0.4,0.5,1,1.1,0.6,0.5,0.2,0.7,0
Adam Keefe,82,18.9,6.6,2.3,4.6,0,0,2,2.9,2.1,3.2,1,0.7,0.2,1.2,1
Lee Mayberry,82,18.3,5.2,2.1,4.6,0.5,1.3,0.5,0.8,0.3,1.1,3.3,0.7,0.1,1,1
Hubert Davis,50,16.3,5.4,2.2,5,0.1,0.4,0.9,1.1,0.3,0.9,1.7,0.4,0.1,0.9,1
Byron Houston,79,16.1,5.3,1.8,4.1,0,0.1,1.6,2.5,1.5,2.5,0.9,0.6,0.5,1.1,0
Chris Smith,80,15.8,4.3,1.6,3.6,0,0.2,1.2,1.5,0.4,0.8,2.5,0.6,0.2,0.8,0
Brent Price,68,12.6,3.9,1.5,4.1,0.1,0.7,0.8,1,0.4,1.1,2.3,0.8,0,1.3,1
Marlon Maxey,43,12.1,5.4,2.2,3.9,0,0,1,1.6,1.5,2.3,0.3,0.3,0.4,0.9,0
Litterial Green,52,12,4.5,1.7,3.8,0,0.2,1.2,1.8,0.2,0.4,2.2,0.4,0.1,0.8,1
Jon Barry,47,11.7,4.4,1.6,4.4,0.4,1.3,0.7,1,0.2,0.7,1.4,0.7,0.1,0.9,1
Donovan Mitchell,79,33.4,20.5,7.5,17.2,2.4,7,3,3.8,0.7,3.1,3.7,1.5,0.3,2.7,1
Kyle Kuzma,77,31.2,16.1,6.1,13.5,2.1,5.6,1.9,2.7,1.1,5.1,1.8,0.6,0.4,1.8,1
Ben Simmons,81,33.7,15.8,6.7,12.3,0,0.1,2.4,4.2,1.8,6.3,8.2,1.7,0.9,3.4,1
Lauri Markkanen,68,29.7,15.2,5.5,12.7,2.1,5.9,2.1,2.4,1.2,6.3,1.2,0.6,0.6,1.2,1
Dennis Smith Jr.,69,29.7,15.2,5.9,14.8,1.5,4.9,1.9,2.8,0.7,3,5.2,1,0.3,2.8,1
Jayson Tatum,80,30.5,13.9,5,10.4,1.3,3,2.7,3.2,0.6,4.4,1.6,1,0.7,1.4,1
Josh Jackson,77,25.4,13.1,5.1,12.1,0.7,2.8,2.3,3.6,1.2,3.3,1.5,1,0.5,1.9,0
Bogdan Bogdanovic,78,27.9,11.8,4.4,9.9,1.7,4.2,1.3,1.5,0.4,2.5,3.3,0.9,0.2,1.6,1
De'Aaron Fox,73,27.8,11.6,4.5,10.9,0.6,2.1,1.9,2.7,0.5,2.3,4.4,1,0.3,2.4,1
Dillon Brooks,82,28.7,11,4.1,9.4,1.1,3.2,1.5,2,0.6,2.5,1.6,0.9,0.2,1.5,1
John Collins,74,24.1,10.5,4.2,7.4,0.2,0.6,1.8,2.5,2.4,4.9,1.3,0.6,1.1,1.4,1
Lonzo Ball,52,34.2,10.2,3.9,10.8,1.7,5.7,0.6,1.4,1.3,5.6,7.2,1.7,0.8,2.6,0
Tyrone Wallace,30,28.4,9.7,3.7,8.2,0.3,1.3,2,2.6,0.7,2.8,2.4,0.9,0.4,1.5,0
Milos Teodosic,45,25.2,9.5,3.4,8,2,5.2,0.9,1,0.4,2.4,4.6,0.5,0.1,2.2,0
Jarrett Allen,72,20,8.2,3.3,5.5,0.1,0.2,1.6,2,2,3.4,0.7,0.4,1.2,1.1,1
Frank Mason III,52,18.9,7.9,2.8,7.3,0.6,1.7,1.8,2.2,0.6,1.9,2.8,0.7,0.2,1.3,0
Josh Hart,63,23.2,7.9,2.8,6,1.2,3.1,1,1.5,0.7,3.5,1.3,0.7,0.3,0.7,1
Luke Kennard,73,20,7.6,2.8,6.4,1.1,2.7,0.9,1,0.3,2.1,1.7,0.6,0.2,0.9,1
Tyler Dorsey,56,17.4,7.2,2.6,6.8,1.3,3.6,0.8,1.1,0.3,2,1.4,0.3,0.1,0.7,1
Bam Adebayo,69,19.8,6.9,2.5,4.9,0,0.1,1.9,2.6,1.7,3.8,1.5,0.5,0.6,1,1
Malik Monk,63,13.6,6.7,2.4,6.7,1.3,3.9,0.5,0.6,0.1,0.9,1.4,0.3,0.1,0.8,1
Justin Jackson,68,22.1,6.7,2.7,6.2,0.8,2.7,0.4,0.5,0.4,2.4,1.1,0.4,0.2,0.6,1
Kobi Simmons,32,20.1,6.1,2.5,5.9,0.3,1.2,0.8,0.8,0.4,1.1,2.1,0.6,0.2,1.4,1
Frank Ntilikina,78,21.9,5.9,2.3,6.4,0.6,2,0.6,0.9,0.5,1.8,3.2,0.8,0.2,1.7,1
O.G. Anunoby,74,20,5.9,2.2,4.7,1,2.7,0.5,0.8,0.6,1.9,0.7,0.7,0.2,0.6,1
Ivan Rabb,36,14.3,5.6,2.4,4.2,0,0,0.8,1,1.5,2.9,0.9,0.3,0.4,1,0
C.J. Williams,38,18.6,5.5,2.3,5.2,0.6,2.1,0.3,0.4,0.3,1.2,1.1,0.8,0.3,0.5,0
Jonathan Isaac,27,19.8,5.4,2,5.4,0.6,1.7,0.7,0.9,0.6,3.1,0.7,1.2,1.1,1,1
Maxi Kleber,72,16.8,5.4,2.1,4.3,0.6,1.8,0.6,0.8,1,2.3,0.7,0.4,0.7,0.4,1
Daniel Theis,63,14.9,5.3,2,3.7,0.3,0.9,1,1.3,1.4,2.9,0.9,0.5,0.8,0.9,1
Royce O'Neale,69,16.7,5,1.7,4.1,0.6,1.7,0.9,1.1,0.4,3.1,1.4,0.5,0.2,0.8,1
Jawun Evans,48,16.2,4.8,1.9,5.3,0.3,1.1,0.8,1,0.2,1.6,2.1,0.8,0.1,0.9,0
Tyler Cavanaugh,39,13.3,4.7,1.7,3.9,0.8,2.3,0.4,0.5,1.2,2.1,0.7,0.2,0.1,0.3,0
Jordan Bell,57,14.2,4.6,2,3.2,0,0.1,0.5,0.8,1.1,2.6,1.8,0.6,1,0.9,0
Zach Collins,66,15.8,4.4,1.7,4.4,0.5,1.7,0.4,0.6,0.7,2.7,0.8,0.3,0.5,0.9,1
Khem Birch,42,13.8,4.2,1.6,3,0,0,1,1.5,1.7,2.6,0.8,0.4,0.5,0.5,1
Torrey Craig,39,16.1,4.2,1.6,3.5,0.4,1.5,0.6,0.9,1,2.2,0.6,0.3,0.4,0.5,1
Damyean Dotson,44,10.8,4.1,1.6,3.7,0.5,1.5,0.4,0.5,0.2,1.7,0.7,0.3,0,0.4,0
Sterling Brown,54,14.4,4,1.5,3.8,0.6,1.7,0.4,0.4,0.5,2.1,0.5,0.6,0.2,0.5,1
Cedi Osman,61,11,3.9,1.5,3,0.5,1.4,0.4,0.8,0.3,1.7,0.7,0.4,0,0.5,1
Sindarius Thornwell,73,15.8,3.9,1.4,3.2,0.3,0.8,0.8,1.2,0.5,1.5,0.9,0.7,0.3,0.7,0
Ante Zizic,32,6.7,3.7,1.5,2.1,0,0,0.7,0.9,0.8,1.1,0.2,0.1,0.4,0.3,0
Wes Iwundu,62,16.5,3.7,1.5,3.5,0.1,0.7,0.5,0.8,0.6,1.6,0.9,0.5,0.2,0.5,0
Alex Caruso,37,15.2,3.6,1.4,3.1,0.4,1.2,0.6,0.8,0.4,1.4,2,0.6,0.3,1.1,1
Dwayne Bacon,53,13.5,3.3,1.4,3.6,0.2,0.8,0.4,0.5,0.1,2.3,0.7,0.3,0,0.4,0
Kyle Collinsworth,32,15,3.2,1.2,3.1,0.1,0.5,0.7,1.3,1,2.3,1.8,0.5,0.3,0.8,0
Terrance Ferguson,61,12.5,3.1,1.1,2.8,0.7,2,0.1,0.2,0.3,0.5,0.3,0.4,0.2,0.2,0
Abdel Nader,48,10.9,3,1,3.1,0.5,1.4,0.5,0.8,0.3,1.2,0.5,0.3,0.2,0.7,0
T.J. Leaf,53,8.7,2.9,1.2,2.6,0.3,0.8,0.2,0.3,0.5,1,0.2,0.1,0.1,0.2,0
Semi Ojeleye,73,15.8,2.7,0.9,2.6,0.5,1.7,0.3,0.6,0.5,1.7,0.3,0.3,0.1,0.3,0
Guerschon Yabusele,33,7.1,2.4,0.8,1.8,0.4,1.1,0.5,0.7,0.5,1.1,0.5,0.1,0.2,0.4,0
Brandon Paul,64,9,2.3,0.9,2,0.2,0.8,0.3,0.7,0.1,1,0.6,0.4,0.1,0.5,0
Caleb Swanigan,27,7,2.3,0.9,2.2,0,0.3,0.4,0.7,0.6,1.4,0.5,0.2,0.1,0.7,0
Dakari Johnson,31,5.2,1.8,0.7,1.3,0,0,0.4,0.6,0.5,0.6,0.3,0.2,0.3,0.1,0
Joel Embiid,31,25.4,20.2,6.5,13.8,1.2,3.2,6.2,7.9,2,5.9,2.1,0.9,2.5,3.8,1
Dario Saric,81,26.3,12.8,4.7,11.4,1.3,4.2,2.1,2.7,1.4,5,2.2,0.7,0.4,2.3,1
Buddy Hield,82,23,10.6,4,9.4,1.8,4.6,0.8,0.9,0.4,2.9,1.5,0.5,0.1,1.2,1
Malcolm Brogdon,75,26.4,10.2,3.9,8.5,1,2.6,1.5,1.7,0.6,2.2,4.2,1.1,0.2,1.5,1
Yogi Ferrell,46,26,10,3.5,8.6,1.5,3.8,1.6,1.9,0.4,2,3.7,0.9,0.2,1.5,0
Jamal Murray,82,21.5,9.9,3.6,8.9,1.4,4.2,1.3,1.5,0.5,2.1,2.1,0.6,0.3,1.4,1
Brandon Ingram,79,28.8,9.4,3.5,8.7,0.7,2.4,1.7,2.7,0.8,3.2,2.1,0.6,0.5,1.5,1
Marquese Chriss,82,21.3,9.2,3.5,7.7,0.9,2.7,1.4,2.2,1.2,3.1,0.7,0.8,0.9,1.3,1
Skal Labissiere,33,18.5,8.8,3.5,6.6,0.1,0.2,1.6,2.2,1.5,3.4,0.8,0.5,0.4,1.1,0
Caris LeVert,57,21.7,8.2,3,6.7,1,3.2,1.2,1.6,0.4,2.9,1.9,0.9,0.1,1,1
Willy Hernangomez,72,18.4,8.2,3.4,6.5,0.1,0.2,1.3,1.7,2.4,4.6,1.3,0.6,0.5,1.4,1
Ivica Zubac,38,16,7.5,3.3,6.3,0,0.1,0.8,1.3,1.1,3.1,0.8,0.4,0.9,0.8,1
Isaiah Whitehead,73,22.5,7.4,2.8,7,0.6,2,1.2,1.5,0.4,2.1,2.6,0.6,0.5,1.9,0
Tyler Ulis,61,18.4,7.3,3,7.2,0.3,1.3,0.9,1.2,0.3,1.2,3.7,0.8,0.1,1.3,0
Jaylen Brown,78,17.2,6.6,2.5,5.4,0.6,1.7,1.1,1.6,0.6,2.2,0.8,0.4,0.2,0.9,1
Timothe Luwawu-Cabarrot,69,17.2,6.4,2.1,5.2,0.7,2.3,1.5,1.8,0.4,1.8,1.1,0.5,0.1,1.1,1
Rodney McGruder,78,25.2,6.4,2.4,5.9,0.9,2.8,0.6,0.9,1.2,2.1,1.6,0.6,0.2,0.7,1
Mindaugas Kuzminskas,68,14.9,6.3,2.3,5.4,0.8,2.5,0.8,1,0.7,1.2,1,0.4,0.2,0.8,0
Troy Williams,30,18.6,6.2,2.4,5.6,0.6,2.1,0.7,1.1,0.5,1.8,0.8,0.9,0.3,1.1,0
Alex Abrines,68,15.5,6,2,5,1.4,3.6,0.6,0.7,0.3,1,0.6,0.5,0.1,0.5,0
Domantas Sabonis,81,20.1,5.9,2.4,5.9,0.6,2,0.5,0.8,0.6,3,1,0.5,0.4,1,1
Andrew Harrison,72,20.5,5.9,1.6,5,0.6,2.2,2.1,2.7,0.3,1.6,2.8,0.7,0.3,1.2,0
Taurean Prince,59,16.6,5.7,1.9,4.8,0.6,1.7,1.3,1.6,0.4,2.2,0.9,0.7,0.5,1,1
Paul Zipser,44,19.2,5.5,2,5,0.8,2.3,0.7,0.9,0.3,2.5,0.8,0.3,0.4,0.9,0
Malcolm Delaney,73,17.1,5.4,2,5.3,0.4,1.5,1,1.3,0.1,1.5,2.6,0.5,0,1.3,0
Chasson Randle,26,11.5,5.3,1.5,3.8,0.6,1.8,1.6,1.7,0.2,1,1.3,0.3,0.1,0.7,0
Derrick Jones Jr.,32,17,5.3,2.1,3.8,0.1,0.3,0.9,1.3,1.2,1.3,0.4,0.4,0.4,0.4,1
Denzel Valentine,57,17.1,5.1,1.8,5.1,1.3,3.6,0.2,0.3,0.2,2.5,1.1,0.5,0.1,0.9,1
Juancho Hernangomez,62,13.6,4.9,1.6,3.6,0.7,1.8,0.9,1.2,0.7,2.3,0.5,0.5,0.2,0.5,1
Davis Bertans,67,12.1,4.5,1.5,3.5,1,2.6,0.4,0.5,0.3,1.1,0.7,0.3,0.4,0.5,1
Dorian Finney-Smith,81,20.3,4.3,1.5,4.1,0.7,2.4,0.6,0.8,0.7,2.1,0.8,0.6,0.3,0.6,1
Pascal Siakam,55,15.6,4.2,1.9,3.7,0,0.1,0.4,0.6,1.2,2.2,0.3,0.5,0.8,0.6,1
Ron Baker,52,16.5,4.1,1.6,4.2,0.4,1.7,0.5,0.8,0.2,1.7,2.1,0.7,0.2,1.1,0
Patrick McCaw,71,15.1,4,1.5,3.5,0.6,1.7,0.4,0.5,0.3,1.1,1.1,0.5,0.2,0.5,0
Thon Maker,57,9.9,4,1.5,3.2,0.5,1.3,0.6,0.9,0.7,1.3,0.4,0.2,0.5,0.3,0
Kay Felder,42,9.2,4,1.5,3.8,0.2,0.5,0.8,1.2,0.1,0.9,1.4,0.4,0.2,0.7,0
Kris Dunn,78,17.1,3.8,1.5,4,0.3,0.9,0.5,0.8,0.3,1.8,2.4,1,0.5,1.1,1
Dejounte Murray,38,8.5,3.4,1.3,3.1,0.2,0.6,0.6,0.8,0.2,0.9,1.3,0.2,0.2,1,1
Dragan Bender,43,13.3,3.4,1.3,3.7,0.7,2.3,0.1,0.3,0.5,1.9,0.5,0.2,0.5,0.7,0
Wade Baldwin IV,33,12.3,3.2,1.1,3.5,0.1,0.7,0.9,1.1,0.3,1.1,1.8,0.5,0.2,1.2,0
Maurice Ndour,32,10.3,3.1,1.2,2.7,0,0.2,0.6,0.8,0.7,1.3,0.3,0.5,0.3,0.4,0
Jakob Poeltl,54,11.6,3.1,1.2,2.1,0,0,0.6,1.1,1.4,1.6,0.2,0.3,0.4,0.5,1
Sheldon Mac,30,9.6,3,1,2.5,0.2,1,0.8,0.9,0.1,1,0.5,0.3,0.1,0.2,0
Fred VanVleet,37,7.9,2.9,1.1,3,0.3,0.8,0.5,0.6,0.1,1,0.9,0.4,0.1,0.4,1
Semaj Christon,64,15.2,2.9,1.2,3.5,0.2,1,0.3,0.5,0.3,1.1,2,0.4,0.1,0.7,0
Okaro White,35,13.5,2.8,0.9,2.5,0.3,1,0.6,0.6,0.7,1.6,0.6,0.3,0.3,0.5,0
Nicolas Brussino,54,9.6,2.8,1,2.6,0.5,1.8,0.3,0.4,0.5,1.3,0.9,0.3,0.1,0.5,0
Tomas Satoransky,57,12.6,2.7,1.1,2.6,0.2,0.6,0.4,0.6,0.4,1,1.6,0.5,0.1,0.7,1
DeAndre' Bembry,38,9.8,2.7,1.2,2.6,0,0.5,0.2,0.4,0.4,1.2,0.7,0.2,0.1,0.4,1
Bryn Forbes,36,7.9,2.6,1,2.8,0.5,1.5,0.1,0.2,0.1,0.6,0.6,0,0,0.3,1
Jake Layman,35,7.1,2.2,0.7,2.5,0.4,1.5,0.4,0.5,0.2,0.5,0.3,0.3,0.1,0.3,1
Treveon Graham,27,7,2.1,0.7,1.5,0.3,0.6,0.4,0.6,0.2,0.6,0.2,0.2,0,0.1,0
Deyonta Davis,36,6.6,1.6,0.7,1.3,0,0,0.3,0.5,0.6,1.1,0.1,0.1,0.5,0.2,0
Karl-Anthony Towns,82,32,18.3,7.6,14.1,0.4,1.1,2.7,3.4,2.8,7.7,2,0.7,1.7,2.2,1
Jahlil Okafor,53,30,17.5,7.5,14.7,0,0.1,2.5,3.7,2.3,4.7,1.2,0.4,1.2,2.3,1
Kristaps Porzingis,72,28.4,14.3,5.2,12.3,1.1,3.4,2.8,3.3,1.8,5.5,1.3,0.7,1.9,1.7,1
Devin Booker,76,27.7,13.8,4.8,11.4,1.3,3.8,2.8,3.4,0.4,2.1,2.6,0.6,0.3,2.1,1
D'Angelo Russell,80,28.2,13.2,4.9,12,1.6,4.6,1.8,2.4,0.6,2.8,3.3,1.2,0.2,2.5,1
Emmanuel Mudiay,68,30.4,12.8,4.8,13.3,1.1,3.4,2.1,3.1,0.5,2.9,5.5,1,0.5,3.2,1
Myles Turner,60,22.8,10.3,4.4,8.8,0.1,0.2,1.5,2,1.1,4.4,0.7,0.4,1.4,1.1,1
Nikola Jokic,80,21.7,10,3.8,7.5,0.4,1.1,1.9,2.4,2.3,4.7,2.4,1,0.6,1.3,1
Stanley Johnson,73,23.1,8.1,3.1,8.2,0.9,2.8,1.1,1.4,0.8,3.4,1.6,0.8,0.2,1.6,1
Frank Kaminsky,81,21.1,7.5,2.7,6.5,0.8,2.5,1.3,1.8,0.9,3.3,1.2,0.5,0.5,0.7,1
Bobby Portis,62,17.8,7,3,7,0.3,0.8,0.8,1.1,2,3.5,0.8,0.4,0.4,0.9,1
Willie Cauley-Stein,66,21.4,7,2.9,5.1,0,0,1.2,1.9,2,3.3,0.6,0.7,1,0.7,1
Josh Richardson,52,21.3,6.6,2.4,5.2,1,2.2,0.8,1.2,0.4,1.7,1.4,0.7,0.5,0.7,1
Justise Winslow,78,28.6,6.4,2.5,5.9,0.4,1.5,1,1.5,1,4.1,1.5,0.9,0.3,1.2,1
Trey Lyles,80,17.3,6.1,2.4,5.5,0.6,1.6,0.7,1,0.7,3,0.7,0.3,0.2,0.8,1
T.J. McConnell,81,19.8,6.1,2.7,5.7,0.4,1.1,0.3,0.5,0.5,2.6,4.5,1.2,0.1,1.7,1
Mario Hezonja,79,17.9,6.1,2.3,5.3,0.8,2.4,0.6,0.7,0.4,1.9,1.4,0.5,0.2,1.2,0
Raul Neto,81,18.5,5.9,2.2,5.2,0.8,2,0.6,0.9,0.2,1.3,2.1,0.8,0,1.3,1
Rondae Hollis-Jefferson,29,21.2,5.8,2.2,4.8,0.1,0.5,1.3,1.8,1.3,4,1.5,1.3,0.6,0.9,1
Richaun Holmes,51,13.8,5.6,2.2,4.4,0.2,0.9,1,1.5,1.2,1.4,0.6,0.4,0.8,0.6,1
Norman Powell,49,14.8,5.6,2,4.7,0.7,1.8,0.9,1.1,0.3,1.9,1,0.6,0.2,0.7,1
Larry Nance Jr.,63,20.1,5.5,2.5,4.8,0,0.2,0.5,0.7,1.6,3.3,0.7,0.9,0.4,0.7,1
Boban Marjanovic,54,9.4,5.5,1.9,3.2,0,0,1.6,2.1,1.4,2.2,0.4,0.2,0.4,0.5,1
Nemanja Bjelica,60,17.9,5.1,1.8,3.9,0.8,2.1,0.7,0.9,0.8,2.7,1.4,0.4,0.4,0.8,1
Cameron Payne,57,12.2,5,2,4.9,0.6,1.9,0.3,0.4,0.2,1.3,1.9,0.6,0.1,0.8,1
Willie Reed,39,10.9,4.7,1.9,3.4,0,0,0.8,1.4,1.3,1.9,0.3,0.2,0.8,0.4,0
Marcelo Huertas,53,16.4,4.5,1.8,4.3,0.3,1.2,0.5,0.5,0.3,1.4,3.4,0.5,0.1,1.5,0
Tyus Jones,37,15.5,4.2,1.5,4.2,0.4,1.4,0.8,1.1,0.2,1.1,2.9,0.8,0.1,0.9,1
Delon Wright,27,8.5,3.8,1.3,3,0.2,0.5,1,1.3,0.3,1.1,1.1,0.3,0.1,0.6,1
Justin Anderson,55,11.8,3.8,1.3,3.2,0.4,1.5,0.8,1,0.3,2.1,0.5,0.3,0.5,0.4,1
Joe Young,41,9.4,3.8,1.5,4.1,0.2,1.1,0.5,0.6,0.1,1.1,1.6,0.4,0,0.8,0
Kelly Oubre Jr.,63,10.7,3.7,1.4,3.3,0.4,1.3,0.5,0.8,0.4,1.7,0.2,0.3,0.1,0.5,1
Salah Mejri,34,11.7,3.7,1.4,2.3,0,0,0.8,1.4,1.2,2.4,0.3,0.2,1.1,0.7,0
Montrezl Harrell,39,9.7,3.6,1.5,2.3,0,0,0.6,1.2,0.6,1,0.4,0.3,0.3,0.4,1
Cristiano Felicio,31,10.4,3.4,1.3,2.3,0,0.1,0.8,1.1,1,2.3,0.8,0.2,0.4,0.4,1
RJ Hunter,36,8.8,2.7,1,2.7,0.5,1.8,0.2,0.2,0.1,1,0.4,0.4,0.1,0.3,0
Jarell Eddie,26,5.7,2.4,0.8,2.5,0.6,1.8,0.3,0.3,0.1,0.8,0.2,0.2,0,0,0
Terry Rozier,39,8,1.8,0.7,2.7,0.2,0.7,0.2,0.3,0.6,1,0.9,0.2,0,0.5,1
Pat Connaughton,34,4.2,1.1,0.4,1.4,0.1,0.6,0.1,0.1,0.3,0.6,0.3,0.1,0,0.3,1
Sasha Kaun,25,3.8,0.9,0.4,0.7,0,0,0.2,0.4,0.5,0.6,0.1,0.2,0.2,0.3,0
Andrew Wiggins,82,36.2,16.9,6.1,13.9,0.5,1.5,4.3,5.7,1.6,2.9,2.1,1,0.6,2.2,1
Jabari Parker,25,29.5,12.3,5.2,10.5,0.2,0.6,1.8,2.6,2,3.5,1.7,1.2,0.2,1.9,1
Jordan Clarkson,59,25,11.9,4.5,10.1,0.6,2.1,2.2,2.7,0.9,2.3,3.5,0.9,0.2,1.6,1
Langston Galloway,45,32.4,11.8,4.5,11.4,1.4,3.9,1.4,1.7,0.8,3.4,3.3,1.2,0.3,1.4,1
Nikola Mirotic,82,20.2,10.2,3.1,7.6,1.2,3.8,2.8,3.5,0.8,4.2,1.2,0.7,0.7,1.1,0
Zach LaVine,77,24.7,10.1,3.7,8.8,0.7,2.2,1.9,2.3,0.4,2.4,3.6,0.7,0.1,2.5,1
Nerlens Noel,75,30.8,9.9,4,8.7,0,0,1.9,3.1,2.5,5.7,1.7,1.8,1.9,1.9,1
Bojan Bogdanovic,78,23.8,9,3.3,7.4,1.2,3.3,1.1,1.4,0.6,2.1,0.9,0.4,0.1,1,1
Elfrid Payton,82,30.4,8.9,3.7,8.6,0.1,0.5,1.4,2.6,1.3,3,6.5,1.7,0.2,2.5,1
Rodney Hood,50,21.3,8.7,3.1,7.5,1.2,3.4,1.2,1.6,0.2,2.2,1.7,0.6,0.2,0.9,1
KJ McDaniels,62,21.8,7.9,2.8,7,0.7,2.4,1.6,2.1,1,2.2,1.2,0.7,1.1,1.7,0
Marcus Smart,67,27,7.8,2.6,7.1,1.4,4.1,1.2,1.9,0.9,2.4,3.1,1.5,0.3,1.3,1
