name,games_played,minutes_played,points_scored,goals_scored,goals_attempted,3_point_scored,3_point_attempted,free_throws_scored,free_throws_attempted,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnover,5yrs
Avery Johnson,43,6.8,1.6,0.7,1.9,0,0.2,0.2,0.4,0.3,0.3,1.7,0.5,0.1,0.4,1
Everette Stephens,35,6,1.9,0.7,2.1,0.1,0.3,0.5,0.6,0.3,0.3,1.1,0.3,0.1,0.8,0
Jack Haley,51,5.7,2.2,0.7,1.5,0,0,0.7,0.9,0.4,1,0.2,0.2,0,0.5,1
Duane Ferrell,41,5.6,2.4,0.9,2,0,0,0.7,1.1,0.5,0.5,0.2,0.2,0.1,0.3,1
Mark Jackson,82,39.6,13.6,5.3,12.4,0.4,1.5,2.5,3.2,1.5,3.4,10.6,2.5,0.1,3.1,1
Kenny Smith,61,35.6,13.8,5.4,11.4,0.2,0.6,2.7,3.3,0.7,1.6,7.1,1.5,0.1,3,1
Nate Wolters,58,22.6,7.2,2.9,6.7,0.3,1.1,1,1.6,0.6,2,3.2,0.6,0.3,1,0
Armen Gilliam,55,32.9,14.8,6.2,13.1,0,0,2.4,3.5,2.4,5.5,1.3,1.1,0.5,2.2,1
Winston Garland,67,31.7,12.4,5.1,11.6,0.2,0.6,2.1,2.3,1,2.4,6.4,1.7,0.1,2.5,1
Joe Wolf,42,27.1,7.6,3.2,8,0.1,0.4,1.1,1.3,1.2,3.2,2.3,0.9,0.4,1.8,1
Reggie Williams,35,24.5,10.4,4.3,12.2,0.4,1.7,1.4,1.9,1.6,1.8,1.7,0.8,0.6,1.8,1
Greg Anderson,82,24.2,11.7,4.6,9.2,0,0.1,2.4,4,2,4.3,1,0.7,1.5,1.7,1
Kevin Johnson,80,24,9.2,3.4,7.5,0.1,0.3,2.2,2.6,0.5,1.9,5.5,1.3,0.3,1.8,1
Horace Grant,81,22.6,7.7,3.1,6.3,0,0,1.4,2.2,1.9,3.6,1.1,0.6,0.7,1.1,1
Reggie Miller*,82,22.4,10,3.7,7.6,0.7,2.1,1.8,2.3,1.2,1.2,1.6,0.7,0.2,1.2,1
Dennis Hopson,61,22.4,9.6,3.6,9,0.2,0.7,2.1,2.9,1,1.3,1.9,0.9,0.4,1.9,1
Ken Norman,66,21.7,8.6,3.7,7.6,0,0.2,1.3,2.6,1.5,2.5,1.2,0.7,0.5,1.6,1
Ryan Kelly,59,22.2,8,2.7,6.3,0.8,2.4,1.9,2.3,0.7,3,1.6,0.5,0.8,0.8,0
Scottie Pippen*,79,20.9,7.9,3.3,7.1,0.1,0.3,1.3,2.2,1.5,2.3,2.1,1.1,0.7,1.7,1
Derrick McKey,82,20.8,8.5,3.1,6.3,0.1,0.4,2.1,2.7,1.4,2.6,1.3,0.8,0.8,1.3,1
Muggsy Bogues,79,20.6,5,2.1,5.4,0,0.2,0.7,0.9,0.4,1.3,5.1,1.6,0,1.3,1
Tellis Frank,78,20.5,8.1,3.1,7.2,0,0,1.9,2.7,1.2,3,1.4,0.7,0.3,1.4,1
Ricky Wilson,24,17.5,5.2,1.8,4.6,0.4,1.1,1.2,1.7,0.1,1,2.9,1,0.1,1,0
Dave Hoppen,39,16.5,5.7,2.2,4.7,0,0,1.4,1.6,1.5,3,0.8,0.3,0.1,0.9,1
Dallas Comegys,75,15,5.6,2.1,4.8,0,0,1.4,2,0.7,2.2,0.9,0.5,0.9,1.6,0
Mark Acres,79,14.6,3.6,1.4,2.6,0,0,0.9,1.4,1.3,2.1,0.5,0.4,0.3,0.7,1
Michael Jackson,58,13.1,2.7,1.1,2.9,0.1,0.4,0.4,0.6,0.3,0.7,3.1,0.3,0.1,1,0
Tony White,49,11.9,5.3,2.3,5.1,0,0.1,0.8,1.1,0.2,0.4,1.2,0.4,0,1,0
Brad Lohaus,70,10.3,4.2,1.7,3.5,0,0.2,0.7,0.9,0.7,1.3,0.7,0.3,0.6,0.8,1
Milt Wagner,40,9.5,3.8,1.6,3.7,0.1,0.3,0.7,0.7,0.1,0.6,1.5,0.1,0.1,0.6,0
Chris Dudley,55,9.3,3.1,1.2,2.5,0,0,0.7,1.3,1.3,1.3,0.4,0.2,0.3,0.6,1
Clinton Wheeler,59,8.7,2.5,1.1,2.2,0,0,0.4,0.6,0.3,0.4,1.7,0.6,0,0.9,0
Billy Donovan,44,8.3,2.4,1,2.5,0,0.2,0.4,0.5,0.1,0.5,2,0.4,0,0.9,0
Reggie Lewis,49,8.3,4.5,1.8,3.9,0,0.1,0.8,1.2,0.6,0.7,0.5,0.3,0.3,0.6,1
Martin Nessley,44,7.6,1.1,0.5,1.2,0,0,0.2,0.4,0.5,1.3,0.4,0.2,0.3,0.5,0
John Stroeder,41,6.6,1.9,0.7,1.9,0,0,0.5,0.7,0.6,1.1,0.5,0.1,0.3,0.6,0
Bart Kofoed,36,6.3,1.3,0.5,1.3,0.1,0.2,0.2,0.4,0.1,0.3,0.6,0.2,0,0.5,1
Ray McCallum,45,19.9,6.2,2.5,6.7,0.5,1.3,0.7,1,0.4,1.4,2.7,0.5,0.2,0.9,0
Ralph Lewis,50,6.2,1.7,0.5,1.7,0,0,0.6,1,0.3,0.7,0.3,0.3,0.1,0.4,0
Ron Harper,82,37.4,22.9,9,19.7,0.2,1.1,4.7,6.9,2.1,2.7,4.8,2.5,1,4.2,1
Chuck Person,82,36,18.8,7.7,16.6,0.6,1.7,2.7,3.6,2,6.2,3.6,1.1,0.2,2.6,1
Hot Rod Williams,80,33.9,14.6,5.4,11.2,0,0,3.7,5,2.8,5.1,1.9,0.7,2.1,1.7,1
Brad Daugherty,80,33.7,15.7,6.1,11.3,0,0,3.5,5,1.9,6.2,3.8,0.6,0.8,3.1,1
Nate McMillan,71,27.8,5.3,2,4.2,0,0.1,1.2,2,1.4,3.2,8.2,1.8,0.6,2.2,1
Kenny Walker,68,25.3,10.4,4.2,8.5,0,0.1,2.1,2.7,1.7,3.2,1.1,0.7,0.7,1.1,1
Walter Berry,63,25.2,15.9,6.5,12.2,0,0,3,4.6,2.2,2.7,1.7,0.6,0.6,2.4,0
John Williams,78,22.7,9.2,3.6,8,0.1,0.5,1.8,2.9,1.7,3,2.4,1.6,0.4,1.6,1
Kentavious Caldwell-Pope,80,19.8,5.9,2.3,5.8,0.7,2.3,0.6,0.8,0.5,1.5,0.7,0.9,0.1,0.3,0
Brad Sellers,80,21.9,8.5,3.5,7.6,0,0.1,1.6,2.2,1.9,2.7,1.3,0.6,0.8,1.1,1
David Wingate,77,20.9,8.8,3.4,7.8,0.2,0.7,1.9,2.6,0.9,1.1,2,1.2,0.3,1.7,1
Johnny Dawkins,81,20.8,10.3,4.1,9.4,0.2,0.6,1.9,2.4,0.7,1.4,3.6,0.8,0,1.5,1
William Bedford,50,19.6,6.7,2.8,7.2,0,0,1,1.7,1.6,3.3,1.1,0.4,0.7,1.7,1
Jeff Hornacek,80,19.5,5.3,2,4.4,0.2,0.5,1.2,1.5,0.5,1.8,4.5,0.9,0.1,1.9,1
Roy Tarpley,75,18.7,7.5,3.1,6.7,0,0,1.3,1.9,2.4,4.7,0.7,0.8,1.1,1.4,1
Mark Price,67,18.2,6.9,2.6,6.3,0.3,1,1.4,1.7,0.5,1.3,3,0.6,0.1,1.6,1
John Salley,82,17.8,5.3,2,3.5,0,0,1.3,2.1,1.3,2.3,0.7,0.5,1.5,0.9,1
Mark Alarie,64,17.3,7.9,3.4,6.9,0,0.1,1,1.6,1.1,2.2,1.2,0.3,0.4,0.9,1
Ben Coleman,68,15.1,6.6,2.7,4.6,0,0,1.3,1.8,1.5,2.8,0.5,0.5,0.5,1.4,1
Dennis Rodman*,77,15,6.5,2.8,5.1,0,0,1,1.6,2.1,2.2,0.7,0.5,0.6,1.2,1
Larry Krystkowiak,68,14.8,6.6,2.5,5.5,0,0.2,1.6,2.2,1.1,2.4,1.3,0.3,0.2,1,1
Kenny Gattison,77,14.3,5.2,1.9,4,0,0,1.4,2.2,1.1,2.4,0.5,0.3,0.4,1.1,1
Tim Kempton,66,14.2,4.4,1.5,3.1,0,0,1.4,2.1,1.1,1.9,0.8,0.6,0.2,0.7,1
Harold Pressley,67,13.6,4.6,2,4.7,0.1,0.4,0.5,0.7,1,1.6,1.8,0.6,0.3,0.9,0
Kevin Duckworth,65,13.5,5.4,2,4.2,0,0,1.4,2.1,1.2,2.3,0.4,0.3,0.3,1.2,1
Anthony Jones,65,13.2,5,2,5,0.1,0.3,0.8,1,0.6,1,1.1,0.7,0.3,0.8,0
Mike Brown,62,13.2,4.2,1.7,3.2,0,0,0.7,1.2,1.1,2.3,0.4,0.3,0.1,0.9,1
Grant Gondrezick,64,13.1,5.5,2.1,4.7,0.1,0.3,1.2,1.7,0.7,1,1.3,0.4,0.1,0.9,0
Billy Thompson,59,12.9,5.6,2.4,4.4,0,0,0.8,1.3,1.2,1.7,1,0.3,0.5,1,1
Mason Plumlee,70,18.2,7.4,2.8,4.3,0,0,1.7,2.8,1.4,3,0.9,0.7,0.8,1.1,0
Rafael Addison,62,11.5,5.8,2.4,5.3,0.3,0.8,0.8,1,0.7,1,0.7,0.4,0.1,0.9,1
Chris Washburn,35,11,3.8,1.6,4.1,0,0,0.5,1.5,1,1.9,0.5,0.2,0.2,1.1,0
Keith Smith,42,11,3.3,1.4,3.6,0.1,0.2,0.5,0.7,0.3,0.5,1,0.6,0.1,0.7,0
Johnny Newman,59,10.7,5,1.9,4.7,0,0.4,1.1,1.3,0.6,0.6,0.5,0.3,0.1,0.8,1
Johnny Rogers,45,10.4,4.2,2,4.1,0,0.1,0.2,0.3,0.7,1,0.6,0.2,0.2,0.4,0
Dell Curry,67,9.5,4.9,2.1,4.9,0.3,0.9,0.4,0.6,0.4,0.7,0.9,0.4,0.1,0.7,1
Buck Johnson,60,8.7,3.8,1.6,3.4,0,0,0.7,1,0.6,0.8,0.7,0.3,0.3,0.6,1
Clinton Smith,41,8.3,3.1,1.2,2.9,0,0,0.7,0.9,0.6,0.7,1.1,0.3,0,0.6,0
Dave Feitl,62,8,3.7,1.4,3.3,0,0,0.9,1.1,0.6,1.3,0.4,0.1,0.1,0.6,1
Bob Martin,43,6.7,3.4,1.2,3.1,0.1,0.3,1,1.5,0.3,0.7,0.8,0.3,0.1,0.8,0
Bob Martin,53,10.1,2.1,0.8,1.7,0,0,0.6,1,0.7,1.5,0.3,0.1,0.6,0.6,0
Conner Henry,54,6,2.3,0.9,2.5,0.2,0.8,0.3,0.5,0.1,0.5,0.6,0.2,0,0.5,0
Patrick Ewing,50,35.4,20,7.7,16.3,0,0.1,4.5,6.1,2.5,6.5,2,1.1,2.1,3.4,0
Xavier McDaniel,82,33,17.1,7,14.3,0,0.1,3,4.4,3.7,4.2,2.4,1.2,0.5,3,1
Karl Malone*,81,30.6,14.9,6.2,12.5,0,0,2.4,5,2.1,6.7,2.9,1.3,0.5,3.4,1
Wayman Tisdale,81,28.1,14.7,6.4,12.4,0,0,2,2.9,2.4,4.9,1,0.4,0.5,2.3,1
Benoit Benjamin,79,26.4,11.1,4.1,8.4,0,0,2.9,3.9,2,5.6,1,0.8,2.6,1.8,1
Chris Mullin*,55,25.3,14,5.2,11.3,0.1,0.5,3.4,3.8,0.8,1.3,1.9,1.3,0.4,1.4,1
Gerald Wilkins,81,25,12.5,5.4,11.5,0.1,0.3,1.6,2.9,1.1,1.4,2,0.8,0.1,1.9,1
Joe Dumars*,82,23.9,9.4,3.5,7.3,0.1,0.2,2.3,2.9,0.7,0.7,4.8,0.8,0.1,1.9,1
Cody Zeller,82,17.3,6,2.1,4.9,0,0,1.8,2.4,1.4,2.9,1.1,0.5,0.5,1.1,0
Charles Oakley,77,23,9.6,3.6,7,0,0,2.3,3.5,3.3,5.3,1.7,0.9,0.4,2.3,1
Jon Koncak,82,20.7,8.3,3.2,6.3,0,0,1.9,3.1,2.1,3.6,0.7,0.5,0.8,1.4,1
Keith Lee,58,20.6,7.4,3.1,6.6,0,0.2,1.3,1.7,2,4.1,1.2,0.5,0.6,1.3,0
Ed Pinckney,80,20,8.5,3.2,5.7,0,0,2.1,3.2,1.2,2.7,1.1,0.9,0.5,1.9,1
A.C. Green,82,18.8,6.4,2.5,4.7,0,0.1,1.2,2,2,2.7,0.7,0.6,0.6,1.2,1
Bob Thornton,71,18.6,4.7,1.8,3.9,0,0,1.2,2.3,1.6,2.5,0.6,0.4,0.1,1.2,1
Terry Catledge,64,17.1,7.7,3.2,6.7,0,0.1,1.4,2.2,1.7,2.6,0.3,0.5,0.1,1.1,1
Spud Webb,79,15.6,7.8,2.5,5.2,0,0.1,2.7,3.5,0.3,1.2,4.3,1,0.1,2,1
Terry Porter,79,15.4,7.1,2.7,5.7,0.2,0.5,1.6,2,0.4,1,2.5,1,0,1.3,1
Marquese Chriss,34,17.1,7,2.7,6.3,0.6,2.1,1,1.7,1.1,2.2,0.5,0.5,0.5,1.2,0
Nick Calathes,71,16.5,4.9,2,4.4,0.3,0.9,0.6,1,0.3,1.6,2.9,0.9,0.1,1.4,0
Carey Scurry,78,15,4.7,1.8,3.9,0,0.1,1,1.6,1.2,1.9,1.1,1,0.8,1.2,0
Dirk Minniefield,76,14.9,5.5,2.2,4.6,0.1,0.5,1,1.2,0.6,1.2,3.5,0.9,0,1.4,0
Joe Kleine,80,14.8,5.2,2,4.3,0,0,1.2,1.6,1.4,3.3,0.6,0.3,0.4,1.3,1
Alfredrick Hughes,68,12.7,5.2,2.2,5.5,0,0.3,0.7,1.2,0.7,0.9,0.9,0.4,0.1,0.9,0
Ken Johnson,64,12.7,4.1,1.8,3.3,0,0,0.6,1.3,1.4,2.4,0.3,0.2,0.3,0.9,0
Pete Williams,53,10.8,2.8,1.3,2.1,0,0,0.3,0.8,0.9,1.9,0.3,0.4,0.4,0.4,0
Bill Martin,66,10.5,5,2.2,4.5,0,0.1,0.7,0.8,0.6,0.9,0.8,0.3,0.1,0.9,0
Tony Snell,77,16,4.5,1.7,4.4,0.7,2.3,0.4,0.5,0.2,1.4,0.9,0.4,0.2,0.6,0
Fred Cofield,45,10.4,3.7,1.7,4.1,0.1,0.3,0.3,0.4,0.1,0.9,1.8,0.4,0.1,1.1,0
Dwayne McClain,45,10.2,3.5,1.5,4,0,0.2,0.4,0.8,0.3,0.4,1.5,0.8,0.1,0.9,0
John Battle,64,10,4.3,1.6,3.5,0,0.1,1.2,1.6,0.2,0.8,1.2,0.4,0.1,0.7,1
Jerry Reynolds,55,9.2,3.7,1.3,2.9,0,0,1.1,1.9,0.7,0.8,1.6,0.8,0.3,0.9,1
Steve Harris,57,8.5,4.5,1.8,4.1,0,0.1,0.9,0.9,0.4,0.6,0.9,0.4,0.1,0.6,1
Lorenzo Charles,36,7.6,3.4,1.4,2.4,0,0,0.7,1,0.4,0.7,0.2,0.1,0.2,0.5,0
Sam Vincent,57,7.6,3.2,1,2.8,0,0.1,1.1,1.2,0.2,0.6,1.2,0.3,0.1,0.9,1
Blair Rasmussen,48,6.9,3.2,1.3,3.1,0,0,0.6,0.8,0.8,1.3,0.3,0.1,0.2,0.8,1
Phil Pressey,75,15.1,2.8,1,3.4,0.4,1.4,0.4,0.6,0.3,1.1,3.2,0.9,0.1,1.2,0
Michael Jordan*,82,38.3,28.2,10.2,19.8,0.1,0.6,7.7,9.1,2,4.5,5.9,2.4,0.8,3.5,1
Vern Fleming,80,31.1,14.1,5.4,11.5,0,0.1,3.3,4.2,1.9,2.2,3.1,1.2,0.1,2.5,1
Sam Bowie,76,29.2,10,3.9,7.3,0,0,2.1,3,2.7,5.9,2.8,0.7,2.7,2.3,1
Charles Barkley*,82,28.6,14,5.2,9.5,0,0.1,3.6,4.9,3.2,5.3,1.9,1.2,1,2.5,1
Sam Perkins,82,28.3,11,4.2,9,0.1,0.4,2.4,3,2.3,5.1,1.6,0.8,0.8,1.2,1
Jay Humphries,80,25.8,8.8,3.5,7.8,0.1,0.3,1.8,2.1,0.4,1.7,4.4,1.3,0.1,2.1,1
Melvin Turpin,79,24.7,10.6,4.6,9,0,0,1.4,1.8,2,3.8,0.5,0.5,1.1,1.5,1
Otis Thorpe,82,23.4,12.8,5,8.4,0,0,2.8,4.5,2.3,4.5,1.4,0.4,0.5,2.3,1
Kevin Willis,82,21.8,9.3,3.9,8.4,0,0.1,1.5,2.2,2.2,4.2,0.4,0.4,0.6,1.3,1
Michael Cage,75,21.5,7.1,2.9,5.3,0,0,1.3,1.8,1.7,3.5,0.7,0.6,0.4,1.1,1
Alvin Robertson,79,21.3,9.2,3.8,7.6,0.1,0.1,1.6,2.1,1.5,1.9,3.5,1.6,0.3,2.1,1
Tim McCormick,78,20.3,9.3,3.4,6.2,0,0,2.4,3.4,1.9,3.2,1,0.2,0.4,1.5,1
Charles Jones,78,20.1,8.4,3,5.8,0,0.1,2.3,3.6,1.8,3.3,1.6,0.6,0.8,1.8,1
Charles Jones,29,16.4,3.7,1.3,4.2,0.7,2.1,0.4,0.8,0.3,1.1,1.4,0.6,0.2,1,1
Jeff Turner,72,19.8,5.8,2.4,5.2,0,0,1.1,1.3,1.2,1.8,1.5,0.4,0.1,1.3,1
Tony Brown,82,19.3,6.6,2.6,5.7,0,0.1,1.4,2.1,1.8,1.7,1.9,0.7,0.1,1.4,1
Antoine Carr,62,19.3,8,3.2,6,0,0.1,1.6,2.1,1.3,2.5,1.3,0.5,1.3,1.7,1
Steve Colter,78,18.7,7.1,2.8,6.1,0.3,0.9,1.3,1.7,0.5,1.4,3.1,1,0.1,1.4,1
Ken Bannister,75,18.7,6.8,2.8,5.9,0,0,1.2,2.6,1.4,3,0.5,0.5,0.5,1.9,1
John Stockton*,82,18.2,5.6,1.9,4.1,0,0.1,1.7,2.4,0.3,1,5.1,1.3,0.1,1.8,1
Terence Stansbury,74,17.3,7.1,2.8,6.2,0.1,0.3,1.4,1.7,0.5,1,1.7,0.6,0.2,1.1,0
Othell Wilson,74,17,4.4,1.8,3.9,0,0.2,0.7,1,0.5,1.3,2.9,1,0.2,1.3,0
Eddie Lee Wilkins,54,17,5.5,2.1,4.3,0,0,1.2,2.3,1.6,3.3,0.3,0.4,0.3,1.2,1
Chuck Aleksinas,74,15.1,5.1,2.2,4.6,0,0,0.7,1,1.2,2.5,0.5,0.2,0.2,1,0
Ron Anderson,36,14.4,5.8,2.3,5.4,0,0.1,1.1,1.4,1.1,1.4,0.9,0.3,0.2,0.9,1
Frank Brickowski,78,14.3,4.9,1.9,3.9,0,0.1,1.1,1.6,1,2.4,1.3,0.4,0.2,1.3,1
Ozell Jones,67,13.3,3.7,1.6,2.7,0,0,0.5,1.2,1,2.6,0.8,0.5,0.8,0.9,0
Devin Durrant,59,12.8,5.1,1.9,4.6,0,0.1,1.2,1.7,0.8,1.3,1.4,0.3,0.2,1.3,0
Jerome Kersey,77,12.4,6.1,2.3,4.8,0,0,1.5,2.4,1.2,1.4,0.8,0.6,0.4,0.9,1
Ron Cavenall,53,12.3,1.5,0.5,1.6,0,0,0.4,0.7,1,2.1,0.4,0.2,0.8,0.8,0
Jim Petersen,60,11.9,3.2,1.2,2.4,0,0,0.8,1.1,0.7,1.7,0.5,0.2,0.5,1.2,1
Tony Campbell,56,11.2,5.6,2.3,4.7,0,0,1,1.3,0.7,0.9,0.4,0.5,0.1,1.2,1
Lancaster Gordon,63,10.8,4.1,1.7,4.6,0,0.1,0.6,0.8,0.4,0.6,1.4,0.5,0.1,1.1,0
Gary Plummer,66,10.6,3.8,1.4,3.5,0,0.1,1,1.4,0.8,1.2,0.4,0.2,0.2,0.8,0
Kenny Fields,51,10.5,3.8,1.6,3.7,0,0,0.5,0.7,0.8,0.8,0.7,0.2,0.2,0.6,0
Cory Blackwell,60,9.2,3.4,1.5,4,0,0,0.5,0.9,0.7,0.9,0.4,0.4,0.1,0.7,0
Bernard Thompson,59,9.1,3.3,1.3,3.6,0,0.1,0.7,0.9,0.6,0.7,0.9,0.5,0.2,0.6,1
Peter Thibeaux,51,9,4.5,1.8,3.8,0,0,0.8,1.3,0.6,0.8,0.3,0.2,0.3,0.7,0
Steve Burtt,47,8.9,4.2,1.5,4,0,0,1.1,1.6,0.2,0.4,0.4,0.5,0.1,0.7,0
Leon Wood,38,7.1,3.2,1.3,3.5,0.1,0.8,0.5,0.7,0.1,0.4,1.2,0.2,0,0.7,1
Charlie Sitton,43,7.1,2.1,0.9,2.2,0,0,0.3,0.6,0.6,0.8,0.6,0.2,0.1,0.4,0
Tom Scheffler,39,6.9,1.3,0.5,1.3,0,0,0.3,0.5,0.5,1.5,0.3,0.2,0.3,0.4,0
Willie White,39,6,3.3,1.3,3.2,0.1,0.3,0.5,0.8,0.4,0.5,0.7,0.1,0.1,0.8,0
Rick Carlisle,38,4.7,1.8,0.7,1.8,0,0.1,0.4,0.4,0.2,0.3,0.7,0.1,0,0.5,1
Ralph Sampson*,82,32.8,21,8.7,16.7,0,0,3.5,5.3,3.6,7.6,2,0.8,2.4,3.6,1
Steve Stipanovich,81,30,12,4.8,10.1,0,0.2,2.3,3,1.4,5.5,2.1,0.9,0.8,2,1
Ennis Whatley,80,27,8.4,3.3,7,0,0,1.8,2.5,0.8,1.7,8.3,1.5,0.2,3.4,1
Rodney McCray,79,26.3,10.8,4.2,8.5,0,0.1,2.3,3.2,2.2,3.5,2.2,0.7,0.7,1.5,1
Anthony Bonner,52,12.8,4.2,1.5,4.3,0.3,1,0.8,1.3,0.9,2,0.3,0.4,0.1,0.9,1
Mitchell Wiggins,82,25.9,12.4,4.9,10.9,0.1,0.4,2.6,3.5,1.7,2.3,2.3,1.3,0.1,1.7,1
Thurl Bailey,81,24.8,8.5,3.7,7.3,0,0,1.1,1.4,1.4,4.3,1.6,0.5,1.5,1.3,1
Jeff Malone,81,24.4,12.1,5,11.3,0.3,0.9,1.8,2.1,0.7,1.2,1.9,0.3,0.2,1.4,1
Doc Rivers,81,23.9,9.3,3.1,6.7,0,0.1,3.1,4,0.9,1.8,3.9,1.6,0.4,2.1,1
Roy Hinson,80,23.2,5.5,2.3,4.6,0,0,0.9,1.5,2.2,4.1,0.9,0.4,1.8,1.4,1
Byron Scott,74,22.1,10.6,4.5,9.3,0.1,0.5,1.5,1.9,0.7,1.5,2.4,1.1,0.3,1.6,1
Paul Thompson,82,21.1,9,3.8,8.1,0.1,0.5,1.4,1.8,1.5,2.3,1.5,0.8,0.5,0.9,0
Derek Harper,82,20.9,5.7,2.4,5.5,0,0.3,0.8,1.2,0.6,1.5,2.9,1.2,0.3,1.4,1
Fred Roberts,79,19.4,7.3,2.7,5.1,0,0.1,1.8,2.2,1.3,2.6,1.2,0.7,0.5,1.3,1
Rod Foster,80,17.8,8.3,3.3,7.3,0.3,1.1,1.5,1.9,0.5,1,2.2,0.7,0.1,1.4,0
Dewayne Dedmon,31,12.6,3.1,1.2,2.7,0,0,0.7,1,1.2,2.9,0.2,0.2,0.7,0.6,0
Jon Sundvold,73,17.6,6.9,3,6.7,0.1,0.5,0.9,1,0.3,0.9,3.3,0.4,0,1.1,1
Clyde Drexler*,82,17.2,7.7,3.1,6.8,0,0,1.5,2.1,1.4,1.5,1.9,1.3,0.3,1.5,1
Jim Thomas,72,16.9,6.3,2.6,5.6,0,0.2,1.1,1.5,0.8,1.3,1.8,0.8,0.1,1,0
Darrell Walker,82,16.1,7.9,2.6,6.3,0,0.2,2.5,3.2,0.9,1.1,3.5,1.6,0.2,2.4,1
Sidney Lowe,78,15.9,4.2,1.4,3.3,0,0.2,1.4,1.8,0.4,1.2,3.4,1.2,0.1,1.4,0
Dale Ellis,67,15.8,8.2,3.4,7.4,0.2,0.4,1.3,1.8,1.6,2.1,0.8,0.6,0.1,1.2,1
Darren Daye,75,15.7,6.1,2.4,5.4,0,0.1,1.3,1.8,1.2,1.3,2.3,0.5,0.2,1.3,1
Randy Wittman,78,13.7,4.5,2.1,4.1,0,0.1,0.4,0.6,0.2,0.7,0.9,0.2,0,0.4,1
Sidney Green,49,13.6,5.2,2,4.7,0,0,1.1,1.6,1.2,2.4,0.5,0.4,0.3,1.2,1
Granville Waiters,78,13.3,3.6,1.6,3.1,0,0,0.4,0.7,0.8,2.1,0.8,0.3,1.1,0.8,1
C.J. McCollum,38,12.5,5.3,1.9,4.7,0.8,2.1,0.6,0.9,0.2,1.1,0.7,0.4,0.1,0.9,0
Howard Carter,55,12.5,6.2,2.6,5.7,0.1,0.3,0.9,1.1,0.7,0.9,1.3,0.3,0.1,0.8,0
Dane Suttle,40,11.7,6.5,2.7,5.4,0,0.1,1,1.2,0.5,0.6,1.2,0.5,0,0.8,0
Scooter McCray,47,11.1,2.7,1,2.6,0,0,0.7,1.1,1,1.5,0.9,0.2,0.4,0.7,0
Sedale Threatt,45,10.3,3.3,1.4,3.3,0,0.2,0.5,0.6,0.4,0.5,0.9,0.3,0,0.7,1
John Paxson,49,9.3,2.9,1.2,2.8,0.1,0.4,0.3,0.5,0.1,0.6,3,0.2,0,0.7,1
Leroy Combs,48,9.3,4.5,1.7,3.4,0,0.1,1.2,1.9,0.4,0.8,0.8,0.5,0.4,1,0
Larry Micheaux,39,8.5,3.1,1.3,2.3,0,0,0.5,1,1,1.9,0.5,0.5,0.3,0.5,0
Randy Breuer,57,8.3,2.9,1.2,3.1,0,0,0.6,0.8,0.8,1.1,0.3,0.2,0.7,0.6,1
Pace Mannion,57,8.2,2.1,0.9,2.2,0.1,0.2,0.3,0.4,0.4,0.6,0.8,0.4,0,0.4,1
Kris Dunn,33,16.9,4.1,1.5,4.1,0.3,0.9,0.8,1.2,0.4,1.9,2.4,1,0.3,1.2,0
Robbie Hummel,53,12.4,3.4,1.3,3.3,0.6,1.7,0.3,0.3,0.7,1.8,0.4,0.3,0,0.2,0
Bruce Kuczenski,15,7.9,1.9,0.7,2.5,0,0,0.5,0.8,0.5,1.1,0.5,0.1,0.1,1,0
Russell Cross,45,7.9,3.7,1.4,2.5,0,0,0.8,2,0.8,1,0.5,0.3,0.2,0.4,0
Bob Hansen,55,7.6,2.7,1.2,2.6,0,0.1,0.3,0.5,0.2,0.6,0.8,0.3,0.1,0.6,1
Greg Kite,35,5.6,1.9,0.9,1.9,0,0,0.1,0.5,0.8,1,0.2,0,0.1,0.6,1
Terry Cummings,70,36.2,23.7,9.8,18.7,0,0,4.2,5.9,4.3,6.3,2.5,1.8,0.9,2.9,1
Clark Kellogg,81,34.1,20.1,8.4,17.5,0,0.2,3.2,4.3,4.2,6.4,2.8,1.7,0.5,2.7,1
Quintin Dailey,76,27.4,15.1,6.2,13.3,0.1,0.3,2.7,3.7,1.1,2.3,3.7,0.9,0.1,2.7,1
Rod Higgins,82,26.8,10.3,3.8,8.5,0.2,0.5,2.5,3.2,1.9,2.5,2.1,0.8,0.8,1.6,1
Craig Hodges,76,26.6,9.9,4.2,9.3,0.3,1.2,1.2,1.7,0.7,0.9,3.6,1.1,0.1,2.1,1
Jeff Withey,58,11.8,3.3,1.2,2.2,0,0,0.9,1.3,0.8,1.7,0.4,0.3,0.9,0.3,0
James Worthy*,77,25.6,13.4,5.8,10,0,0.1,1.8,2.9,2,3.1,1.7,1.2,0.8,2.3,1
Trent Tucker,78,23.5,8.4,3.8,8.3,0.2,0.4,0.6,0.8,1,1.8,2.5,0.7,0.1,0.9,1
Terry Teagle,73,23.4,10.4,4.5,10.6,0.1,0.4,1.2,1.7,1,1.6,2.1,0.7,0.3,1.9,1
Marc Iavaroni,80,20.2,5.1,2,4.4,0,0,1,1.4,1.5,2.7,1,0.4,0.6,1.7,1
Ed Nealy,82,20,4.4,1.8,3,0,0,0.9,1.4,2.1,3.8,0.8,0.8,0.1,0.6,1
Rob Williams,74,19.5,7,2.6,6.3,0,0.2,1.8,2.4,0.5,1.3,4.9,1.2,0.2,2.5,0
